CustomerID,ProductID,Quantity,TotalAmount,DaysAgo,PurchaseDate
575,27,1,1601.09,80,8/13/2025
576,18,1,625.11,179,5/6/2025
576,4,1,280.69,278,1/27/2025
576,50,1,90.03,222,3/24/2025
576,5,1,668.86,191,4/24/2025
577,14,1,1469.35,6,10/26/2025
577,38,1,955.71,138,6/16/2025
577,33,1,1015.75,133,6/21/2025
577,31,1,61.85,251,2/23/2025
577,32,1,350.23,118,7/6/2025
577,16,1,477.68,0,11/1/2025
577,27,1,1601.09,44,9/18/2025
578,29,1,1719.14,139,6/15/2025
578,30,1,77.24,59,9/3/2025
578,47,1,1350.15,7,10/25/2025
578,35,2,543.38,47,9/15/2025
578,2,1,982.19,11,10/21/2025
578,41,1,1312.04,100,7/24/2025
578,4,1,280.69,20,10/12/2025
579,26,1,1936.36,140,6/14/2025
580,7,1,171.98,80,8/13/2025
580,46,1,490.88,67,8/26/2025
580,33,1,1015.75,53,9/9/2025
580,31,1,61.85,38,9/24/2025
580,34,1,1161.45,47,9/15/2025
580,4,1,280.69,252,2/22/2025
580,45,1,426.9,94,7/30/2025
580,34,1,1161.45,243,3/3/2025
581,34,1,1161.45,133,6/21/2025
582,12,1,351.41,61,9/1/2025
582,16,1,477.68,107,7/17/2025
582,33,1,1015.75,189,4/26/2025
582,38,1,955.71,27,10/5/2025
583,1,1,580.76,18,10/14/2025
583,29,1,1719.14,6,10/26/2025
584,29,1,1719.14,48,9/14/2025
584,25,1,551.11,8,10/24/2025
585,46,1,490.88,104,7/20/2025
585,34,1,1161.45,172,5/13/2025
585,13,1,1580.74,20,10/12/2025
585,36,2,381.92,43,9/19/2025
585,30,1,77.24,20,10/12/2025
586,9,1,1723.8,21,10/11/2025
586,40,1,497.23,103,7/21/2025
587,27,1,1601.09,100,7/24/2025
587,10,1,1764.63,82,8/11/2025
587,26,1,1936.36,128,6/26/2025
587,27,1,1601.09,42,9/20/2025
588,50,1,90.03,220,3/26/2025
589,13,1,1580.74,4,10/28/2025
589,21,1,369.69,235,3/11/2025
589,8,1,1923.47,85,8/8/2025
589,2,1,982.19,0,11/1/2025
589,25,1,551.11,16,10/16/2025
590,9,1,1723.8,43,9/19/2025
590,43,1,1751.64,57,9/5/2025
590,8,1,1923.47,100,7/24/2025
590,41,1,1312.04,84,8/9/2025
590,33,1,1015.75,141,6/13/2025
591,39,1,1985.36,14,10/18/2025
591,16,1,477.68,55,9/7/2025
591,46,1,490.88,197,4/18/2025
591,37,1,1665.25,48,9/14/2025
591,7,1,171.98,365,11/1/2024
591,37,1,1665.25,31,10/1/2025
592,40,1,497.23,32,9/30/2025
593,20,1,1322.14,110,7/14/2025
593,5,1,668.86,365,11/1/2024
593,2,1,982.19,110,7/14/2025
594,22,1,956.37,66,8/27/2025
594,36,1,190.96,213,4/2/2025
594,18,1,625.11,341,11/25/2024
594,32,1,350.23,8,10/24/2025
594,14,1,1469.35,77,8/16/2025
594,45,1,426.9,30,10/2/2025
595,28,1,1370.06,177,5/8/2025
595,40,1,497.23,24,10/8/2025
595,43,1,1751.64,22,10/10/2025
595,48,2,2137.08,164,5/21/2025
595,46,1,490.88,9,10/23/2025
595,26,1,1936.36,32,9/30/2025
595,47,1,1350.15,100,7/24/2025
596,6,1,360.61,78,8/15/2025
596,36,1,190.96,14,10/18/2025
597,20,2,2644.28,85,8/8/2025
597,34,1,1161.45,60,9/2/2025
597,8,1,1923.47,44,9/18/2025
598,23,1,1310.95,86,8/7/2025
598,10,1,1764.63,21,10/11/2025
598,25,1,551.11,80,8/13/2025
599,21,1,369.69,54,9/8/2025
600,49,1,1218.03,19,10/13/2025
600,41,1,1312.04,11,10/21/2025
600,45,1,426.9,146,6/8/2025
600,43,1,1751.64,82,8/11/2025
600,38,1,955.71,178,5/7/2025
601,24,1,304.09,9,10/23/2025
601,17,1,857.39,93,7/31/2025
602,46,1,490.88,35,9/27/2025
602,37,1,1665.25,24,10/8/2025
603,31,1,61.85,46,9/16/2025
603,29,1,1719.14,103,7/21/2025
603,9,1,1723.8,40,9/22/2025
604,10,1,1764.63,47,9/15/2025
605,22,1,956.37,106,7/18/2025
605,35,1,271.69,227,3/19/2025
605,13,1,1580.74,56,9/6/2025
605,5,1,668.86,22,10/10/2025
606,45,1,426.9,185,4/30/2025
607,49,1,1218.03,24,10/8/2025
607,4,1,280.69,256,2/18/2025
608,50,2,180.06,65,8/28/2025
608,32,1,350.23,365,11/1/2024
608,37,1,1665.25,201,4/14/2025
609,35,1,271.69,111,7/13/2025
609,30,1,77.24,355,11/11/2024
609,4,3,842.07,50,9/12/2025
610,40,1,497.23,90,8/3/2025
610,34,1,1161.45,118,7/6/2025
610,20,1,1322.14,6,10/26/2025
611,32,2,700.46,2,10/30/2025
611,47,2,2700.3,103,7/21/2025
611,22,1,956.37,348,11/18/2024
612,4,1,280.69,1,10/31/2025
612,13,1,1580.74,30,10/2/2025
612,46,1,490.88,84,8/9/2025
613,17,1,857.39,157,5/28/2025
613,16,1,477.68,1,10/31/2025
613,35,1,271.69,112,7/12/2025
614,39,1,1985.36,8,10/24/2025
614,8,1,1923.47,5,10/27/2025
614,40,1,497.23,304,1/1/2025
615,20,1,1322.14,166,5/19/2025
615,9,1,1723.8,34,9/28/2025
615,50,1,90.03,86,8/7/2025
615,11,1,1743.93,46,9/16/2025
615,8,1,1923.47,79,8/14/2025
615,15,1,1854.56,29,10/3/2025
615,18,1,625.11,0,11/1/2025
615,39,1,1985.36,26,10/6/2025
615,1,1,580.76,62,8/31/2025
616,49,1,1218.03,11,10/21/2025
616,31,1,61.85,115,7/9/2025
617,21,1,369.69,71,8/22/2025
617,40,1,497.23,121,7/3/2025
618,29,2,3438.28,25,10/7/2025
618,27,1,1601.09,120,7/4/2025
619,4,1,280.69,270,2/4/2025
619,21,1,369.69,311,12/25/2024
619,31,1,61.85,63,8/30/2025
619,39,1,1985.36,92,8/1/2025
620,11,1,1743.93,10,10/22/2025
620,38,1,955.71,19,10/13/2025
620,40,1,497.23,111,7/13/2025
620,17,1,857.39,72,8/21/2025
620,49,1,1218.03,40,9/22/2025
621,21,2,739.38,65,8/28/2025
621,1,1,580.76,187,4/28/2025
622,12,1,351.41,46,9/16/2025
622,8,1,1923.47,50,9/12/2025
622,18,1,625.11,42,9/20/2025
622,7,1,171.98,280,1/25/2025
622,37,1,1665.25,154,5/31/2025
623,11,1,1743.93,100,7/24/2025
624,18,1,625.11,73,8/20/2025
624,48,1,1068.54,63,8/30/2025
624,27,1,1601.09,183,5/2/2025
624,12,1,351.41,72,8/21/2025
625,12,1,351.41,37,9/25/2025
625,16,1,477.68,151,6/3/2025
626,37,1,1665.25,74,8/19/2025
626,31,3,185.55,70,8/23/2025
626,13,1,1580.74,4,10/28/2025
626,1,1,580.76,37,9/25/2025
627,35,1,271.69,44,9/18/2025
627,8,1,1923.47,46,9/16/2025
627,19,1,552.94,208,4/7/2025
628,12,1,351.41,19,10/13/2025
628,44,1,647.32,311,12/25/2024
629,30,1,77.24,36,9/26/2025
629,40,1,497.23,8,10/24/2025
629,18,1,625.11,30,10/2/2025
629,42,1,1618.56,69,8/24/2025
630,41,1,1312.04,51,9/11/2025
631,49,1,1218.03,129,6/25/2025
631,3,1,1652.15,100,7/24/2025
631,38,1,955.71,128,6/26/2025
632,32,1,350.23,2,10/30/2025
632,2,1,982.19,5,10/27/2025
632,40,1,497.23,104,7/20/2025
632,4,1,280.69,34,9/28/2025
633,3,1,1652.15,10,10/22/2025
634,22,1,956.37,362,11/4/2024
634,22,1,956.37,4,10/28/2025
634,46,1,490.88,10,10/22/2025
634,3,1,1652.15,144,6/10/2025
634,13,1,1580.74,61,9/1/2025
635,10,1,1764.63,153,6/1/2025
635,29,1,1719.14,70,8/23/2025
635,29,2,3438.28,50,9/12/2025
636,16,1,477.68,3,10/29/2025
636,15,1,1854.56,108,7/16/2025
637,32,1,350.23,18,10/14/2025
637,9,1,1723.8,38,9/24/2025
637,1,1,580.76,139,6/15/2025
638,8,3,5770.41,70,8/23/2025
638,28,1,1370.06,130,6/24/2025
638,1,1,580.76,104,7/20/2025
639,46,1,490.88,33,9/29/2025
640,25,1,551.11,4,10/28/2025
641,24,1,304.09,9,10/23/2025
641,1,1,580.76,213,4/2/2025
641,48,1,1068.54,153,6/1/2025
642,5,1,668.86,12,10/20/2025
643,33,1,1015.75,13,10/19/2025
643,29,1,1719.14,365,11/1/2024
644,10,1,1764.63,101,7/23/2025
644,6,1,360.61,224,3/22/2025
644,7,1,171.98,8,10/24/2025
644,47,1,1350.15,6,10/26/2025
645,36,1,190.96,23,10/9/2025
645,40,1,497.23,41,9/21/2025
645,45,1,426.9,4,10/28/2025
645,37,1,1665.25,208,4/7/2025
646,15,1,1854.56,12,10/20/2025
646,33,1,1015.75,24,10/8/2025
646,11,1,1743.93,72,8/21/2025
647,43,1,1751.64,194,4/21/2025
648,31,1,61.85,33,9/29/2025
648,32,1,350.23,0,11/1/2025
648,21,1,369.69,85,8/8/2025
649,17,1,857.39,34,9/28/2025
649,25,1,551.11,17,10/15/2025
650,7,1,171.98,163,5/22/2025
650,10,1,1764.63,26,10/6/2025
650,24,1,304.09,34,9/28/2025
650,47,1,1350.15,97,7/27/2025
650,4,1,280.69,53,9/9/2025
650,11,2,3487.86,106,7/18/2025
650,28,1,1370.06,107,7/17/2025
651,27,1,1601.09,70,8/23/2025
651,11,1,1743.93,1,10/31/2025
651,37,1,1665.25,103,7/21/2025
651,2,1,982.19,124,6/30/2025
652,19,1,552.94,3,10/29/2025
652,41,2,2624.08,23,10/9/2025
652,12,1,351.41,0,11/1/2025
652,32,3,1050.69,38,9/24/2025
652,26,1,1936.36,308,12/28/2024
653,43,1,1751.64,14,10/18/2025
653,14,1,1469.35,51,9/11/2025
653,42,1,1618.56,24,10/8/2025
654,26,1,1936.36,26,10/6/2025
654,24,1,304.09,5,10/27/2025
655,19,1,552.94,11,10/21/2025
656,15,2,3709.12,359,11/7/2024
656,50,1,90.03,177,5/8/2025
656,17,1,857.39,166,5/19/2025
656,47,1,1350.15,25,10/7/2025
656,12,1,351.41,32,9/30/2025
656,42,1,1618.56,155,5/30/2025
657,29,1,1719.14,47,9/15/2025
657,33,1,1015.75,6,10/26/2025
657,13,1,1580.74,79,8/14/2025
657,41,1,1312.04,23,10/9/2025
657,43,1,1751.64,122,7/2/2025
657,50,1,90.03,9,10/23/2025
658,24,1,304.09,53,9/9/2025
658,15,1,1854.56,44,9/18/2025
658,40,1,497.23,28,10/4/2025
658,9,1,1723.8,19,10/13/2025
658,31,1,61.85,161,5/24/2025
658,6,1,360.61,252,2/22/2025
659,45,1,426.9,6,10/26/2025
660,41,1,1312.04,237,3/9/2025
660,43,1,1751.64,108,7/16/2025
660,41,1,1312.04,123,7/1/2025
661,8,1,1923.47,124,6/30/2025
661,11,2,3487.86,78,8/15/2025
661,18,1,625.11,197,4/18/2025
661,16,1,477.68,203,4/12/2025
661,5,1,668.86,7,10/25/2025
662,15,1,1854.56,29,10/3/2025
662,42,1,1618.56,0,11/1/2025
662,16,1,477.68,11,10/21/2025
662,2,1,982.19,242,3/4/2025
662,50,3,270.09,69,8/24/2025
663,42,1,1618.56,14,10/18/2025
664,44,1,647.32,137,6/17/2025
664,30,1,77.24,0,11/1/2025
664,26,1,1936.36,187,4/28/2025
664,34,1,1161.45,0,11/1/2025
665,41,1,1312.04,181,5/4/2025
665,22,1,956.37,86,8/7/2025
666,4,1,280.69,148,6/6/2025
666,33,1,1015.75,209,4/6/2025
666,32,1,350.23,104,7/20/2025
666,21,1,369.69,46,9/16/2025
666,10,1,1764.63,52,9/10/2025
667,15,1,1854.56,26,10/6/2025
667,10,2,3529.26,14,10/18/2025
667,29,1,1719.14,69,8/24/2025
668,45,1,426.9,77,8/16/2025
669,24,1,304.09,6,10/26/2025
669,50,1,90.03,238,3/8/2025
670,7,1,171.98,28,10/4/2025
670,31,1,61.85,3,10/29/2025
671,2,1,982.19,8,10/24/2025
671,20,1,1322.14,57,9/5/2025
671,21,1,369.69,45,9/17/2025
671,20,3,3966.42,168,5/17/2025
671,10,1,1764.63,165,5/20/2025
672,35,1,271.69,22,10/10/2025
672,17,1,857.39,25,10/7/2025
672,29,2,3438.28,105,7/19/2025
672,12,1,351.41,51,9/11/2025
672,11,1,1743.93,290,1/15/2025
672,25,1,551.11,38,9/24/2025
672,43,1,1751.64,42,9/20/2025
673,50,1,90.03,9,10/23/2025
673,49,1,1218.03,29,10/3/2025
673,17,2,1714.78,134,6/20/2025
673,2,1,982.19,131,6/23/2025
674,27,1,1601.09,22,10/10/2025
675,8,1,1923.47,14,10/18/2025
676,6,1,360.61,61,9/1/2025
676,26,1,1936.36,32,9/30/2025
677,13,1,1580.74,62,8/31/2025
677,18,1,625.11,148,6/6/2025
678,20,1,1322.14,42,9/20/2025
678,19,1,552.94,40,9/22/2025
678,44,1,647.32,128,6/26/2025
679,36,1,190.96,1,10/31/2025
679,37,1,1665.25,98,7/26/2025
679,11,1,1743.93,120,7/4/2025
679,28,1,1370.06,210,4/5/2025
679,49,1,1218.03,41,9/21/2025
680,44,1,647.32,62,8/31/2025
680,17,1,857.39,103,7/21/2025
681,28,1,1370.06,114,7/10/2025
681,16,1,477.68,126,6/28/2025
681,39,1,1985.36,113,7/11/2025
682,32,1,350.23,83,8/10/2025
682,9,1,1723.8,64,8/29/2025
682,2,1,982.19,129,6/25/2025
682,19,1,552.94,43,9/19/2025
682,30,1,77.24,31,10/1/2025
683,28,1,1370.06,130,6/24/2025
684,3,1,1652.15,33,9/29/2025
684,49,3,3654.09,160,5/25/2025
684,29,1,1719.14,14,10/18/2025
684,3,1,1652.15,64,8/29/2025
685,43,1,1751.64,271,2/3/2025
685,49,1,1218.03,21,10/11/2025
686,29,2,3438.28,7,10/25/2025
686,31,1,61.85,50,9/12/2025
686,44,1,647.32,75,8/18/2025
686,5,1,668.86,150,6/4/2025
686,50,1,90.03,113,7/11/2025
687,39,1,1985.36,12,10/20/2025
688,48,1,1068.54,4,10/28/2025
688,48,1,1068.54,16,10/16/2025
688,13,1,1580.74,175,5/10/2025
689,5,1,668.86,59,9/3/2025
689,26,1,1936.36,31,10/1/2025
689,10,1,1764.63,129,6/25/2025
689,30,1,77.24,134,6/20/2025
690,27,1,1601.09,13,10/19/2025
691,13,1,1580.74,79,8/14/2025
691,47,1,1350.15,7,10/25/2025
691,26,1,1936.36,85,8/8/2025
692,5,1,668.86,12,10/20/2025
693,5,1,668.86,146,6/8/2025
693,43,1,1751.64,10,10/22/2025
693,15,1,1854.56,332,12/4/2024
694,19,1,552.94,58,9/4/2025
694,3,1,1652.15,205,4/10/2025
694,42,1,1618.56,25,10/7/2025
695,37,1,1665.25,24,10/8/2025
695,21,2,739.38,19,10/13/2025
695,7,1,171.98,181,5/4/2025
695,12,1,351.41,33,9/29/2025
695,48,1,1068.54,15,10/17/2025
695,44,1,647.32,32,9/30/2025
695,7,1,171.98,145,6/9/2025
696,25,1,551.11,7,10/25/2025
696,44,1,647.32,6,10/26/2025
697,29,1,1719.14,13,10/19/2025
697,18,1,625.11,6,10/26/2025
697,44,1,647.32,141,6/13/2025
698,9,1,1723.8,182,5/3/2025
699,27,1,1601.09,59,9/3/2025
700,5,1,668.86,27,10/5/2025
701,9,1,1723.8,34,9/28/2025
701,41,1,1312.04,226,3/20/2025
701,5,1,668.86,12,10/20/2025
701,37,2,3330.5,63,8/30/2025
702,8,1,1923.47,11,10/21/2025
702,43,1,1751.64,101,7/23/2025
702,45,1,426.9,38,9/24/2025
702,30,1,77.24,46,9/16/2025
703,45,1,426.9,178,5/7/2025
703,48,1,1068.54,264,2/10/2025
703,48,2,2137.08,81,8/12/2025
703,27,2,3202.18,96,7/28/2025
704,34,1,1161.45,35,9/27/2025
704,45,1,426.9,53,9/9/2025
704,31,1,61.85,32,9/30/2025
705,13,1,1580.74,17,10/15/2025
705,49,1,1218.03,132,6/22/2025
705,10,3,5293.89,172,5/13/2025
705,5,1,668.86,104,7/20/2025
705,45,1,426.9,157,5/28/2025
705,47,1,1350.15,326,12/10/2024
706,33,1,1015.75,35,9/27/2025
706,23,1,1310.95,29,10/3/2025
706,48,1,1068.54,68,8/25/2025
706,20,1,1322.14,25,10/7/2025
707,30,1,77.24,12,10/20/2025
707,45,1,426.9,150,6/4/2025
707,14,1,1469.35,69,8/24/2025
707,37,1,1665.25,127,6/27/2025
707,10,1,1764.63,54,9/8/2025
708,5,1,668.86,15,10/17/2025
709,42,1,1618.56,68,8/25/2025
709,15,1,1854.56,64,8/29/2025
709,16,1,477.68,5,10/27/2025
710,1,1,580.76,192,4/23/2025
710,19,1,552.94,0,11/1/2025
710,40,1,497.23,36,9/26/2025
710,28,1,1370.06,113,7/11/2025
711,50,1,90.03,9,10/23/2025
712,24,1,304.09,93,7/31/2025
713,45,1,426.9,120,7/4/2025
713,28,1,1370.06,141,6/13/2025
713,45,1,426.9,4,10/28/2025
713,49,1,1218.03,156,5/29/2025
714,4,1,280.69,26,10/6/2025
714,22,1,956.37,29,10/3/2025
715,47,1,1350.15,4,10/28/2025
715,4,1,280.69,238,3/8/2025
716,4,2,561.38,97,7/27/2025
716,24,1,304.09,135,6/19/2025
716,2,2,1964.38,97,7/27/2025
716,12,1,351.41,5,10/27/2025
716,42,1,1618.56,9,10/23/2025
717,35,1,271.69,120,7/4/2025
717,1,1,580.76,11,10/21/2025
717,2,1,982.19,58,9/4/2025
718,5,1,668.86,106,7/18/2025
718,1,1,580.76,50,9/12/2025
718,25,1,551.11,18,10/14/2025
719,23,2,2621.9,203,4/12/2025
720,45,1,426.9,175,5/10/2025
720,39,1,1985.36,40,9/22/2025
720,15,1,1854.56,46,9/16/2025
720,50,1,90.03,212,4/3/2025
720,28,1,1370.06,40,9/22/2025
721,32,1,350.23,82,8/11/2025
721,43,1,1751.64,325,12/11/2024
721,7,1,171.98,11,10/21/2025
721,34,1,1161.45,58,9/4/2025
721,37,1,1665.25,35,9/27/2025
721,17,1,857.39,4,10/28/2025
721,41,1,1312.04,24,10/8/2025
722,29,1,1719.14,15,10/17/2025
722,50,2,180.06,135,6/19/2025
722,3,3,4956.45,85,8/8/2025
722,39,1,1985.36,73,8/20/2025
723,7,2,343.96,49,9/13/2025
723,21,1,369.69,4,10/28/2025
724,48,1,1068.54,26,10/6/2025
724,27,1,1601.09,40,9/22/2025
724,37,1,1665.25,165,5/20/2025
724,8,1,1923.47,170,5/15/2025
725,45,1,426.9,103,7/21/2025
726,7,1,171.98,75,8/18/2025
726,2,1,982.19,36,9/26/2025
726,33,1,1015.75,96,7/28/2025
727,44,1,647.32,325,12/11/2024
727,29,1,1719.14,7,10/25/2025
727,31,1,61.85,48,9/14/2025
727,46,1,490.88,59,9/3/2025
727,32,1,350.23,53,9/9/2025
727,5,1,668.86,112,7/12/2025
728,39,1,1985.36,25,10/7/2025
728,33,1,1015.75,46,9/16/2025
728,34,1,1161.45,22,10/10/2025
728,13,1,1580.74,14,10/18/2025
728,17,1,857.39,120,7/4/2025
728,14,1,1469.35,45,9/17/2025
729,30,1,77.24,173,5/12/2025
729,10,1,1764.63,12,10/20/2025
729,19,1,552.94,31,10/1/2025
729,50,2,180.06,273,2/1/2025
729,47,1,1350.15,34,9/28/2025
729,6,2,721.22,245,3/1/2025
730,4,1,280.69,55,9/7/2025
730,35,1,271.69,94,7/30/2025
730,28,1,1370.06,10,10/22/2025
730,31,1,61.85,43,9/19/2025
731,41,1,1312.04,162,5/23/2025
731,26,1,1936.36,268,2/6/2025
732,17,1,857.39,200,4/15/2025
732,40,1,497.23,20,10/12/2025
732,43,1,1751.64,10,10/22/2025
733,36,1,190.96,72,8/21/2025
733,50,1,90.03,53,9/9/2025
733,42,1,1618.56,4,10/28/2025
733,28,1,1370.06,81,8/12/2025
734,21,2,739.38,35,9/27/2025
735,29,1,1719.14,64,8/29/2025
735,1,1,580.76,329,12/7/2024
736,32,1,350.23,53,9/9/2025
736,26,1,1936.36,20,10/12/2025
736,6,1,360.61,4,10/28/2025
737,4,1,280.69,78,8/15/2025
737,12,1,351.41,3,10/29/2025
737,41,1,1312.04,276,1/29/2025
738,7,1,171.98,7,10/25/2025
738,32,1,350.23,1,10/31/2025
738,22,1,956.37,280,1/25/2025
738,12,1,351.41,9,10/23/2025
738,24,1,304.09,53,9/9/2025
738,23,1,1310.95,66,8/27/2025
738,9,1,1723.8,365,11/1/2024
739,15,1,1854.56,26,10/6/2025
739,20,1,1322.14,217,3/29/2025
740,12,1,351.41,164,5/21/2025
740,31,1,61.85,304,1/1/2025
741,11,1,1743.93,15,10/17/2025
741,24,2,608.18,345,11/21/2024
741,29,1,1719.14,8,10/24/2025
741,28,1,1370.06,271,2/3/2025
741,18,1,625.11,74,8/19/2025
742,36,2,381.92,13,10/19/2025
743,11,1,1743.93,70,8/23/2025
743,45,1,426.9,52,9/10/2025
743,43,1,1751.64,41,9/21/2025
744,4,1,280.69,69,8/24/2025
744,29,1,1719.14,85,8/8/2025
745,18,1,625.11,159,5/26/2025
745,19,1,552.94,4,10/28/2025
745,3,1,1652.15,16,10/16/2025
745,32,1,350.23,90,8/3/2025
745,1,1,580.76,334,12/2/2024
745,45,1,426.9,238,3/8/2025
746,50,1,90.03,23,10/9/2025
747,35,1,271.69,142,6/12/2025
747,15,2,3709.12,147,6/7/2025
747,36,1,190.96,154,5/31/2025
748,36,1,190.96,101,7/23/2025
749,15,1,1854.56,66,8/27/2025
749,12,1,351.41,116,7/8/2025
749,29,1,1719.14,160,5/25/2025
750,9,1,1723.8,46,9/16/2025
750,2,1,982.19,43,9/19/2025
750,23,1,1310.95,15,10/17/2025
750,35,1,271.69,71,8/22/2025
750,47,1,1350.15,116,7/8/2025
750,43,1,1751.64,78,8/15/2025
751,2,1,982.19,62,8/31/2025
751,6,1,360.61,185,4/30/2025
751,35,1,271.69,18,10/14/2025
751,18,2,1250.22,73,8/20/2025
751,45,1,426.9,238,3/8/2025
751,1,1,580.76,16,10/16/2025
752,26,1,1936.36,16,10/16/2025
752,49,1,1218.03,166,5/19/2025
752,5,1,668.86,271,2/3/2025
753,25,1,551.11,145,6/9/2025
753,12,2,702.82,33,9/29/2025
753,35,1,271.69,30,10/2/2025
753,37,1,1665.25,8,10/24/2025
753,40,1,497.23,221,3/25/2025
754,10,1,1764.63,75,8/18/2025
755,22,1,956.37,17,10/15/2025
755,5,1,668.86,44,9/18/2025
755,41,3,3936.12,104,7/20/2025
756,4,1,280.69,281,1/24/2025
756,6,1,360.61,80,8/13/2025
756,5,1,668.86,111,7/13/2025
756,23,1,1310.95,228,3/18/2025
757,14,1,1469.35,1,10/31/2025
757,9,3,5171.4,86,8/7/2025
758,1,1,580.76,264,2/10/2025
758,29,1,1719.14,66,8/27/2025
758,19,1,552.94,55,9/7/2025
758,30,1,77.24,7,10/25/2025
758,28,1,1370.06,12,10/20/2025
759,39,1,1985.36,11,10/21/2025
759,41,1,1312.04,15,10/17/2025
760,31,1,61.85,14,10/18/2025
760,14,3,4408.05,53,9/9/2025
760,12,1,351.41,180,5/5/2025
761,23,1,1310.95,100,7/24/2025
761,31,2,123.7,67,8/26/2025
761,43,1,1751.64,106,7/18/2025
762,49,1,1218.03,143,6/11/2025
763,32,1,350.23,365,11/1/2024
763,31,1,61.85,226,3/20/2025
763,12,1,351.41,0,11/1/2025
764,26,3,5809.08,8,10/24/2025
764,19,1,552.94,51,9/11/2025
764,45,1,426.9,144,6/10/2025
765,17,1,857.39,144,6/10/2025
765,32,1,350.23,46,9/16/2025
765,4,1,280.69,143,6/11/2025
766,22,1,956.37,6,10/26/2025
766,7,1,171.98,177,5/8/2025
766,25,1,551.11,20,10/12/2025
766,26,1,1936.36,114,7/10/2025
766,45,1,426.9,0,11/1/2025
766,23,1,1310.95,208,4/7/2025
767,39,1,1985.36,71,8/22/2025
767,20,1,1322.14,100,7/24/2025
768,31,3,185.55,177,5/8/2025
769,5,2,1337.72,171,5/14/2025
770,50,2,180.06,221,3/25/2025
770,41,1,1312.04,170,5/15/2025
771,5,1,668.86,161,5/24/2025
771,18,1,625.11,27,10/5/2025
772,36,1,190.96,5,10/27/2025
772,1,2,1161.52,41,9/21/2025
772,5,1,668.86,62,8/31/2025
773,30,1,77.24,3,10/29/2025
773,4,1,280.69,76,8/17/2025
773,38,1,955.71,93,7/31/2025
773,41,1,1312.04,45,9/17/2025
774,29,1,1719.14,14,10/18/2025
775,34,1,1161.45,182,5/3/2025
775,34,1,1161.45,31,10/1/2025
775,37,1,1665.25,95,7/29/2025
775,2,1,982.19,136,6/18/2025
775,38,1,955.71,25,10/7/2025
775,36,1,190.96,44,9/18/2025
775,26,1,1936.36,74,8/19/2025
776,18,1,625.11,247,2/27/2025
777,14,1,1469.35,154,5/31/2025
778,30,1,77.24,71,8/22/2025
778,21,1,369.69,48,9/14/2025
778,8,1,1923.47,109,7/15/2025
778,24,1,304.09,365,11/1/2024
779,13,1,1580.74,73,8/20/2025
779,20,1,1322.14,19,10/13/2025
780,40,1,497.23,121,7/3/2025
780,27,1,1601.09,8,10/24/2025
780,15,1,1854.56,171,5/14/2025
781,17,1,857.39,23,10/9/2025
782,47,1,1350.15,165,5/20/2025
782,9,1,1723.8,11,10/21/2025
782,4,1,280.69,107,7/17/2025
782,8,1,1923.47,56,9/6/2025
783,29,1,1719.14,30,10/2/2025
783,3,1,1652.15,365,11/1/2024
783,27,1,1601.09,25,10/7/2025
783,10,1,1764.63,43,9/19/2025
783,39,1,1985.36,21,10/11/2025
784,17,1,857.39,121,7/3/2025
784,12,1,351.41,112,7/12/2025
784,47,1,1350.15,26,10/6/2025
785,3,1,1652.15,151,6/3/2025
785,7,1,171.98,82,8/11/2025
785,33,1,1015.75,193,4/22/2025
785,21,1,369.69,203,4/12/2025
785,48,1,1068.54,76,8/17/2025
786,48,3,3205.62,149,6/5/2025
786,21,1,369.69,64,8/29/2025
786,49,1,1218.03,40,9/22/2025
786,9,1,1723.8,50,9/12/2025
787,41,1,1312.04,97,7/27/2025
788,36,1,190.96,88,8/5/2025
788,19,2,1105.88,124,6/30/2025
788,10,1,1764.63,152,6/2/2025
788,42,1,1618.56,133,6/21/2025
789,25,1,551.11,87,8/6/2025
790,35,1,271.69,74,8/19/2025
790,5,1,668.86,4,10/28/2025
790,30,1,77.24,37,9/25/2025
790,21,1,369.69,4,10/28/2025
791,21,1,369.69,71,8/22/2025
792,23,1,1310.95,122,7/2/2025
793,46,1,490.88,36,9/26/2025
793,16,1,477.68,59,9/3/2025
793,26,1,1936.36,220,3/26/2025
794,19,1,552.94,86,8/7/2025
794,41,1,1312.04,125,6/29/2025
794,16,1,477.68,173,5/12/2025
794,9,1,1723.8,15,10/17/2025
795,38,3,2867.13,113,7/11/2025
795,48,1,1068.54,365,11/1/2024
795,50,2,180.06,40,9/22/2025
796,9,1,1723.8,60,9/2/2025
796,20,1,1322.14,50,9/12/2025
796,44,2,1294.64,2,10/30/2025
797,31,1,61.85,2,10/30/2025
797,7,1,171.98,69,8/24/2025
797,14,1,1469.35,18,10/14/2025
798,24,1,304.09,38,9/24/2025
798,46,1,490.88,38,9/24/2025
798,24,1,304.09,255,2/19/2025
798,38,1,955.71,58,9/4/2025
799,16,1,477.68,26,10/6/2025
799,1,1,580.76,45,9/17/2025
800,43,1,1751.64,17,10/15/2025
800,35,3,815.07,25,10/7/2025
800,30,1,77.24,30,10/2/2025
800,13,1,1580.74,247,2/27/2025
801,31,1,61.85,112,7/12/2025
801,41,1,1312.04,58,9/4/2025
801,39,1,1985.36,31,10/1/2025
801,18,2,1250.22,222,3/24/2025
801,17,1,857.39,217,3/29/2025
802,34,1,1161.45,190,4/25/2025
803,47,2,2700.3,130,6/24/2025
803,32,2,700.46,243,3/3/2025
