CustomerID,Age,Gender,AvgBrowsingTime,AvgPageViews,PastPurchases,Purchase
819,30,Male,17.19,5,1,0
820,50,Male,4.65,6,1,1
821,51,Male,4.45,7,0,0
822,58,Male,8.01,4,3,1
823,52,Female,0.87,5,0,1
824,18,Female,0.5,5,3,0
825,38,Male,3.61,5,0,1
826,65,Female,2.37,4,4,1
827,23,Male,6.77,6,3,0
828,45,Female,2.96,7,3,0
829,34,Female,2.78,7,2,1
830,22,Female,3.12,3,1,0
831,48,Male,0.5,7,4,0
832,22,Female,3.63,6,1,1
833,55,Male,7.65,5,0,1
834,20,Female,0.5,7,3,0
835,40,Male,4.24,1,2,0
836,54,Female,2.04,6,0,1
837,54,Female,0.5,3,2,1
838,27,Female,0.5,7,2,0
839,27,Male,14.73,8,2,0
840,36,Female,3.49,5,2,0
841,34,Male,1.02,5,1,1
842,38,Female,0.5,8,1,0
843,31,Male,5.03,3,1,1
844,26,Male,4.5,7,1,1
845,63,Male,3.15,3,2,1
846,18,Male,2.37,6,3,0
847,68,Male,9.18,5,0,1
848,62,Male,2.29,4,1,0
849,30,Male,1.9,2,3,0
850,21,Female,2.88,3,2,0
851,18,Female,1.48,4,0,0
852,66,Male,9.66,4,0,1
853,57,Male,10.37,3,0,0
854,49,Male,2.21,9,0,1
855,51,Male,7.6,6,3,0
856,45,Female,5.56,5,0,0
857,48,Female,12.2,3,3,1
858,25,Male,1.04,7,1,1
859,56,Male,3.41,5,0,1
860,43,Male,1.51,5,2,1
861,51,Female,9.03,4,3,0
862,20,Female,1.76,4,0,0
863,67,Male,4.36,6,2,1
864,29,Male,3.94,5,1,1
865,18,Female,0.8,4,0,0
866,61,Female,4.67,3,1,1
867,22,Male,7.69,5,1,0
868,47,Male,2.34,4,0,1
869,47,Male,8.04,6,4,1
870,34,Female,0.84,5,1,1
871,65,Male,4.16,3,2,1
872,64,Male,2.08,2,2,0
873,40,Female,0.5,7,0,1
874,32,Male,4.48,4,3,1
875,54,Female,4.28,3,1,1
876,38,Male,4.52,3,1,1
877,31,Male,5.67,5,1,0
878,19,Female,3.74,6,1,0
879,28,Male,0.5,6,0,0
880,68,Female,0.9,4,3,1
881,56,Male,3.52,4,1,1
882,55,Male,0.64,3,2,1
883,51,Female,0.5,4,1,0
884,55,Male,3.28,5,1,1
885,67,Female,3.66,7,0,1
886,51,Male,2.21,4,1,1
887,35,Male,5.1,6,3,1
888,47,Male,2.58,6,0,0
889,32,Male,0.64,5,1,1
890,44,Female,5.39,5,0,0
891,68,Female,3.28,3,1,1
892,51,Male,3.64,5,3,1
893,69,Male,2.78,4,2,1
894,55,Female,0.5,7,3,1
895,50,Female,5.92,4,2,0
896,41,Male,1.84,2,0,1
897,32,Male,12.18,4,0,0
898,47,Male,6.95,4,0,1
899,59,Female,4.68,6,1,0
900,68,Male,1.98,7,2,1
901,34,Male,0.5,9,1,1
902,22,Female,3.23,4,0,0
903,46,Male,2.23,3,0,0
904,21,Male,1.56,7,4,0
905,27,Male,3.2,5,2,0
906,34,Male,1.11,8,2,1
907,27,Male,15.85,4,0,0
908,34,Male,0.5,7,0,0
909,37,Male,11.32,8,0,1
910,41,Female,10.26,4,0,1
911,22,Female,2.98,3,3,0
912,51,Female,5.01,5,0,1
913,23,Male,1.64,6,0,0
914,19,Male,4.36,7,0,0
915,30,Male,1.14,7,1,1
916,60,Male,1.62,5,1,1
917,60,Male,3.37,7,0,1
918,65,Female,1.69,3,0,0
919,28,Male,2.72,5,1,0
920,68,Male,1.68,3,0,1
921,64,Male,1.41,4,1,1
922,40,Female,0.5,5,2,1
923,33,Male,0.5,5,0,0
924,48,Female,0.59,9,1,0
925,28,Male,1.62,3,3,0
926,33,Female,0.5,7,0,1
927,25,Female,7.88,4,2,0
928,21,Male,0.5,4,2,1
929,57,Male,3.78,6,1,1
930,21,Male,1.58,4,1,0
931,42,Male,8.25,7,0,1
932,20,Female,2.5,7,2,0
933,49,Female,1.63,5,1,1
934,20,Female,2.95,3,1,0
935,44,Female,1.75,6,2,0
936,46,Male,4.07,6,1,1
937,49,Male,0.5,3,3,0
938,67,Female,22.49,4,2,1
939,68,Male,1.59,6,1,1
940,36,Female,0.87,8,0,1
941,38,Male,5.02,8,0,0
942,22,Male,2.21,1,0,0
943,35,Female,5.6,3,4,1
944,45,Male,2.04,4,3,0
945,59,Female,4.83,9,1,1
946,39,Female,0.5,8,0,0
947,38,Female,6.46,7,2,1
948,23,Female,5.07,6,1,0
949,18,Female,0.5,3,1,0
950,22,Female,0.5,3,1,0
951,58,Male,0.5,3,1,0
952,29,Male,14.67,2,1,1
953,43,Female,0.61,4,0,1
954,63,Male,2.23,4,1,0
955,51,Male,0.5,4,1,1
956,66,Male,1.99,3,0,0
957,31,Female,4.02,7,4,0
958,43,Female,11.95,5,1,1
959,62,Male,3.4,8,1,1
960,44,Female,7.74,5,2,0
961,26,Female,3.39,8,1,1
962,43,Female,0.5,2,0,0
963,64,Female,1.84,6,0,1
964,39,Female,3.68,6,2,1
965,64,Male,12.83,5,0,1
966,47,Female,8.47,5,0,0
967,60,Male,1.68,11,0,1
968,65,Female,1.03,2,1,1
969,34,Female,1.17,6,2,0
970,43,Male,10.49,4,2,0
971,53,Male,6.69,5,1,1
972,18,Female,6.82,6,0,0
973,25,Male,0.66,1,0,0
974,66,Female,3.38,5,2,0
975,52,Male,2.71,6,1,1
976,69,Male,0.94,5,3,1
977,32,Female,3.13,4,3,1
978,64,Female,0.5,6,0,0
979,39,Female,0.5,3,0,1
980,31,Male,9.84,3,0,0
981,43,Female,5.63,5,1,1
982,45,Female,4.05,7,1,0
983,40,Female,3.54,5,1,0
984,31,Female,1.89,8,0,1
985,41,Female,4.85,8,0,1
986,19,Male,6.04,2,5,0
987,62,Male,5.88,3,2,1
988,43,Female,6.3,5,1,1
989,31,Male,1.9,4,2,0
990,68,Female,2.01,4,2,0
991,24,Male,3.95,4,4,0
992,20,Female,0.5,4,0,0
993,64,Female,6.0,6,0,0
994,40,Male,2.6,3,0,0
995,63,Male,1.03,4,1,1
996,60,Male,0.97,4,0,1
997,64,Female,16.74,6,0,1
998,62,Female,1.63,6,1,1
999,35,Male,4.06,5,1,1
1000,55,Female,2.34,8,2,1
1001,52,Male,1.89,6,2,1
1002,68,Male,3.03,4,1,1
1003,32,Female,4.65,6,1,0
1004,42,Male,2.23,11,5,1
1005,54,Male,8.83,3,2,1
1006,45,Male,2.15,2,0,0
1007,27,Male,0.5,4,0,1
1008,56,Male,10.58,6,0,0
1009,34,Male,2.96,6,0,0
1010,56,Female,2.73,4,2,1
1011,39,Male,7.86,6,2,1
1012,43,Male,0.98,5,0,0
1013,61,Male,4.01,7,0,1
1014,42,Male,0.5,4,1,0
1015,34,Female,0.5,3,0,0
1016,30,Female,0.5,6,0,0
1017,37,Male,6.29,5,4,1
1018,42,Female,1.83,3,1,0
1019,21,Female,5.76,9,1,1
1020,27,Female,11.3,5,1,0
1021,20,Male,5.48,3,0,0
1022,58,Male,2.92,13,1,1
1023,62,Male,2.39,6,0,1
1024,35,Female,0.56,7,2,1
1025,64,Male,2.52,4,1,1
1026,53,Female,3.93,5,2,1
1027,64,Male,16.13,4,0,1
1028,39,Male,10.71,7,1,1
1029,51,Female,8.19,7,1,0
1030,64,Male,8.38,3,1,1
1031,25,Male,1.94,1,1,0
1032,57,Female,4.91,7,1,1
1033,66,Female,7.99,5,0,0
1034,61,Female,1.13,5,1,0
1035,36,Female,13.2,7,0,0
1036,59,Female,2.83,2,1,1
1037,58,Female,3.92,5,1,1
1038,54,Male,4.77,3,3,1
1039,23,Male,11.79,4,3,0
1040,69,Male,1.93,1,0,0
1041,43,Male,6.17,7,1,0
1042,51,Female,2.98,4,2,0
1043,62,Female,1.03,4,1,0
1044,23,Female,6.02,6,0,0
1045,54,Male,2.63,3,0,1
1046,50,Female,4.21,2,1,0
1047,39,Male,1.17,9,1,0
1048,38,Female,2.54,3,2,0
1049,23,Female,3.48,5,3,0
1050,23,Male,2.5,5,2,1
1051,65,Male,1.54,4,2,1
1052,21,Male,12.74,3,0,0
1053,47,Female,2.22,4,0,0
1054,28,Female,5.87,4,0,0
1055,47,Female,2.27,5,2,1
1056,48,Male,1.46,6,0,0
1057,41,Male,3.19,6,3,0
1058,26,Female,1.65,4,2,0
1059,20,Female,1.55,4,0,0
1060,68,Male,2.57,4,0,0
1061,48,Male,4.04,6,0,0
1062,57,Female,0.5,8,2,1
1063,54,Male,2.33,2,2,0
1064,53,Male,0.76,6,0,0
1065,41,Male,1.35,4,2,1
1066,48,Male,10.72,3,2,1
1067,23,Female,4.19,4,2,1
1068,19,Female,4.16,2,2,0
1069,37,Female,2.53,6,1,0
1070,45,Male,9.73,4,0,1
1071,28,Male,3.75,4,1,0
1072,21,Male,6.07,8,3,1
1073,32,Male,1.41,7,0,0
1074,23,Female,11.77,2,2,0
1075,66,Male,6.85,3,1,0
1076,47,Male,6.66,7,2,1
1077,55,Male,1.23,4,0,1
1078,68,Male,1.23,4,1,0
1079,19,Male,2.48,7,3,0
1080,32,Male,1.0,5,0,0
1081,28,Female,7.72,10,2,0
1082,25,Male,0.5,8,2,0
1083,43,Male,0.5,7,2,1
1084,68,Female,0.5,3,2,1
1085,62,Female,1.75,6,0,1
1086,61,Female,0.69,5,1,1
1087,22,Female,7.46,2,1,0
1088,23,Male,1.17,4,2,0
1089,43,Male,1.26,9,1,0
1090,21,Male,2.19,6,0,0
1091,36,Female,2.37,5,1,0
1092,37,Female,0.5,4,2,0
1093,50,Male,4.93,4,2,1
1094,37,Male,4.54,3,1,1
1095,66,Female,4.15,10,0,1
1096,29,Male,4.25,6,1,0
1097,64,Female,0.5,3,2,1
1098,18,Female,12.61,2,1,0
1099,43,Female,6.22,11,1,1
1100,31,Female,8.06,8,0,0
1101,55,Female,0.5,4,2,1
1102,54,Male,9.13,2,2,1
1103,28,Female,7.7,7,1,1
1104,53,Female,8.85,1,2,1
1105,30,Male,0.5,6,0,0
1106,60,Male,6.21,3,1,1
1107,20,Male,13.15,4,1,0
1108,50,Male,4.14,10,2,1
1109,23,Female,3.02,4,2,0
1110,67,Female,12.17,6,2,0
1111,27,Male,2.31,6,2,1
1112,22,Male,1.58,4,0,0
1113,40,Female,4.25,6,1,1
1114,27,Male,11.15,5,1,0
1115,61,Male,0.5,5,3,0
1116,19,Female,2.21,3,2,0
1117,30,Male,4.49,4,1,0
1118,57,Male,7.29,7,0,1
1119,19,Male,3.71,5,3,0
1120,37,Male,9.88,1,0,1
1121,18,Female,10.39,5,1,0
1122,54,Male,0.5,2,0,0
1123,26,Male,2.1,6,0,0
1124,34,Female,0.65,6,1,0
1125,26,Female,1.27,7,3,0
1126,28,Male,3.82,5,1,1
1127,32,Male,8.75,3,0,0
1128,41,Female,7.55,3,0,0
1129,55,Male,0.5,5,0,0
1130,52,Male,0.5,2,2,0
1131,47,Female,3.52,2,3,1
1132,48,Female,2.57,8,0,0
1133,66,Female,2.37,7,0,1
1134,22,Female,8.86,4,1,0
1135,61,Female,10.77,6,1,1
1136,67,Male,1.08,3,1,1
1137,31,Female,9.03,6,1,0
1138,28,Male,1.61,9,2,0
1139,26,Male,4.72,6,2,0
1140,51,Female,4.85,3,0,0
1141,29,Female,0.5,6,4,1
1142,52,Male,10.35,6,1,1
1143,52,Female,3.14,8,1,1
1144,18,Male,4.69,6,1,0
1145,57,Male,2.15,3,1,0
1146,39,Male,0.5,5,1,0
1147,46,Female,0.62,7,2,1
1148,25,Female,4.58,3,2,1
1149,28,Male,4.04,3,1,0
1150,58,Female,2.86,2,2,0
1151,54,Male,5.13,5,2,1
1152,31,Female,5.53,5,4,1
1153,47,Male,5.14,6,2,1
1154,52,Male,4.22,1,0,1
1155,38,Female,9.6,7,0,0
1156,54,Male,3.08,6,1,1
1157,22,Male,3.44,5,0,0
1158,36,Female,0.5,7,2,1
1159,31,Female,2.27,5,0,1
1160,43,Male,0.5,1,0,0
1161,21,Male,3.03,3,0,0
1162,42,Male,0.5,6,2,1
1163,62,Male,1.38,5,0,0
1164,59,Male,6.69,4,1,0
1165,42,Female,0.5,8,0,0
1166,35,Female,1.27,3,1,0
1167,57,Male,1.45,6,1,1
1168,25,Male,4.94,6,0,1
1169,56,Male,0.5,4,1,1
1170,57,Male,2.88,2,0,0
1171,31,Female,3.51,4,1,1
1172,49,Male,5.93,4,3,1
1173,68,Male,3.54,9,2,1
1174,55,Female,6.01,3,1,1
1175,50,Male,1.51,5,1,0
1176,40,Female,0.8,6,0,0
1177,32,Male,1.72,5,1,1
1178,50,Female,2.38,4,1,1
1179,42,Female,1.97,6,2,1
1180,34,Female,2.11,2,1,0
1181,50,Female,3.97,3,0,0
1182,64,Male,4.78,5,2,1
1183,19,Male,2.55,5,0,1
1184,31,Female,4.81,6,1,0
1185,57,Female,2.57,5,1,0
1186,57,Male,1.7,2,1,0
1187,68,Male,1.93,9,1,1
1188,56,Male,0.5,4,1,1
1189,68,Male,0.5,3,0,1
1190,23,Male,2.74,6,3,0
1191,23,Female,11.27,3,1,0
1192,20,Male,6.64,7,1,0
1193,24,Male,0.76,6,0,0
1194,68,Female,8.23,2,0,0
1195,25,Female,4.43,7,2,1
1196,59,Female,4.32,5,1,0
1197,69,Female,6.35,7,3,1
1198,32,Male,2.94,4,1,1
1199,64,Female,0.5,6,1,1
1200,46,Male,2.96,2,2,0
1201,50,Male,2.26,6,1,0
1202,69,Female,3.19,5,4,1
1203,47,Female,4.95,5,0,1
1204,56,Male,12.46,3,0,1
1205,44,Male,9.28,5,1,1
1206,53,Male,6.37,6,3,1
1207,46,Male,6.04,6,2,0
1208,55,Male,11.87,4,0,1
1209,50,Female,0.5,3,2,0
1210,54,Male,2.37,6,1,1
1211,44,Female,2.79,5,0,1
1212,50,Female,8.36,3,0,1
1213,21,Female,2.98,6,0,0
1214,39,Female,5.29,5,1,0
1215,19,Male,0.5,3,1,0
1216,27,Male,0.5,4,3,0
1217,22,Female,6.14,7,1,0
1218,27,Female,0.5,5,1,1
1219,50,Female,2.15,5,1,1
1220,55,Male,0.81,5,2,0
1221,30,Female,0.86,4,2,0
1222,48,Male,5.37,4,1,0
1223,64,Female,1.24,5,0,1
1224,53,Female,2.92,3,0,1
1225,62,Male,0.5,5,0,0
1226,41,Female,6.14,6,2,0
1227,69,Male,1.87,6,0,1
1228,32,Male,3.95,6,1,0
1229,46,Male,5.82,8,2,1
1230,25,Female,1.06,5,0,0
1231,22,Female,11.11,3,2,0
1232,46,Female,4.17,5,1,0
1233,64,Male,0.85,5,1,0
1234,21,Female,0.63,4,3,0
1235,29,Female,11.31,6,2,0
1236,62,Male,5.14,4,0,1
1237,19,Female,0.99,6,2,0
1238,44,Male,1.13,7,2,1
1239,48,Female,6.9,1,1,0
1240,68,Male,3.23,4,0,0
1241,68,Male,6.72,6,2,1
1242,53,Male,1.07,7,0,1
1243,53,Female,4.83,5,0,0
1244,43,Male,1.37,5,1,1
1245,60,Male,1.19,6,2,1
1246,44,Female,3.86,4,4,0
1247,22,Female,15.12,3,3,1
1248,37,Male,2.38,2,0,0
1249,28,Male,3.09,6,1,1
1250,27,Male,4.51,4,0,0
1251,57,Male,3.49,9,2,1
1252,55,Female,8.98,3,0,0
1253,23,Female,6.38,6,1,0
1254,25,Female,0.5,5,1,0
1255,40,Male,26.83,5,1,1
1256,64,Female,5.9,8,3,1
1257,43,Female,7.21,5,3,0
1258,63,Female,4.07,8,2,1
1259,60,Female,6.58,4,3,1
1260,29,Female,0.5,7,0,0
1261,43,Female,0.95,9,2,1
1262,30,Male,8.46,7,1,0
1263,57,Female,1.0,5,3,1
1264,35,Male,0.5,6,1,1
1265,42,Female,4.3,4,3,0
1266,50,Male,8.4,2,2,1
1267,64,Female,0.79,2,3,0
1268,57,Female,8.95,4,1,1
1269,60,Male,5.84,7,0,0
1270,29,Male,3.52,3,3,0
1271,61,Female,7.14,2,2,1
1272,53,Female,1.86,3,0,1
1273,65,Male,1.44,6,0,0
1274,21,Male,1.21,4,1,0
1275,22,Female,2.34,4,0,0
1276,54,Male,1.35,6,2,0
1277,25,Male,6.48,3,0,0
1278,59,Male,7.15,4,1,1
1279,66,Male,4.49,2,0,1
1280,45,Male,6.11,9,3,1
1281,48,Male,0.5,7,2,0
1282,26,Male,0.93,5,2,1
1283,68,Male,8.26,4,0,1
1284,46,Male,0.5,3,0,0
1285,31,Male,0.5,2,2,0
1286,57,Male,6.44,6,1,1
1287,58,Female,2.7,7,0,1
1288,39,Male,9.04,6,0,1
1289,28,Male,0.72,1,1,0
1290,40,Male,0.5,8,1,1
1291,18,Male,1.37,2,0,0
1292,63,Female,4.08,4,3,0
1293,54,Female,2.97,4,0,1
1294,38,Female,1.91,2,1,0
1295,43,Female,7.51,4,3,0
1296,63,Female,10.26,4,1,1
1297,53,Male,0.83,5,2,0
1298,40,Male,3.13,6,1,1
1299,18,Male,2.89,3,1,0
1300,68,Male,10.91,5,4,1
1301,57,Male,24.93,4,0,1
1302,32,Female,1.46,7,2,0
1303,38,Male,5.6,5,2,0
1304,64,Female,2.68,2,2,1
1305,26,Female,0.5,6,1,0
1306,26,Male,0.5,6,2,0
1307,27,Male,2.87,6,1,0
1308,69,Male,1.51,8,3,1
1309,43,Male,0.5,6,1,0
1310,58,Male,3.05,6,1,1
1311,52,Male,0.5,4,2,0
1312,69,Male,3.51,5,0,0
1313,42,Male,0.85,7,2,0
1314,43,Female,0.5,6,1,0
1315,28,Female,2.11,5,0,0
1316,55,Female,0.5,4,2,0
1317,19,Male,3.85,3,1,0
1318,24,Male,2.05,5,1,0
1319,35,Female,2.67,2,0,1
1320,44,Male,1.79,7,3,1
1321,51,Male,5.55,8,2,1
1322,44,Female,5.68,4,0,1
1323,34,Female,1.85,2,2,0
1324,60,Male,2.03,4,0,1
1325,61,Male,0.5,7,2,0
1326,68,Male,2.4,6,2,1
1327,41,Male,0.69,8,1,0
1328,42,Male,3.43,4,1,0
1329,24,Male,1.99,3,1,0
1330,69,Male,9.79,2,1,1
1331,23,Female,2.19,5,0,0
1332,41,Female,2.98,8,1,0
1333,50,Female,3.13,5,1,0
1334,66,Male,12.2,5,1,0
1335,46,Male,5.54,4,0,0
1336,60,Male,2.32,5,1,1
1337,39,Male,7.46,7,1,1
1338,43,Male,2.37,5,0,0
1339,45,Female,7.97,6,1,0
1340,67,Female,6.65,2,0,1
1341,38,Male,1.57,6,0,0
1342,66,Male,5.51,5,0,1
1343,24,Female,1.26,4,0,0
1344,34,Male,0.5,3,0,0
1345,37,Male,1.42,5,0,0
1346,58,Male,6.08,5,1,1
1347,66,Female,1.7,4,2,1
1348,37,Female,1.37,7,0,1
1349,39,Male,4.63,7,0,0
1350,45,Female,1.37,8,2,1
1351,57,Female,0.5,3,1,1
1352,66,Male,1.25,2,1,1
1353,24,Male,2.8,6,2,1
1354,18,Male,3.31,6,3,0
1355,49,Female,0.5,4,3,1
1356,30,Male,13.89,3,4,0
1357,47,Female,4.24,6,1,0
1358,40,Male,1.38,7,1,0
1359,68,Female,0.5,5,1,0
1360,36,Male,2.11,4,3,1
1361,49,Female,2.49,4,0,1
1362,47,Female,0.5,5,2,1
1363,46,Female,1.52,8,2,1
1364,66,Female,8.44,8,2,1
1365,62,Male,0.95,5,0,1
1366,46,Female,1.97,5,1,1
1367,47,Male,8.36,5,1,1
1368,33,Male,4.72,8,1,0
1369,57,Male,1.96,5,2,1
1370,36,Male,3.53,4,0,0
1371,35,Male,0.5,6,4,1
1372,18,Female,4.51,3,2,1
1373,31,Male,2.55,5,3,1
1374,68,Female,7.48,2,1,1
1375,64,Male,12.56,5,0,1
1376,67,Male,10.83,6,1,1
1377,19,Male,8.88,8,1,0
1378,45,Female,2.81,3,1,0
1379,66,Female,1.84,3,0,1
1380,67,Female,1.9,3,1,1
1381,47,Female,3.83,6,1,0
1382,55,Male,8.44,6,0,0
1383,68,Male,1.46,7,2,1
1384,21,Female,9.29,5,0,0
1385,18,Male,6.59,4,0,0
1386,25,Male,16.51,5,0,0
1387,46,Male,8.07,3,0,1
1388,56,Female,1.32,5,2,1
1389,20,Female,0.5,7,4,0
1390,49,Male,0.5,5,2,1
1391,27,Male,2.71,4,0,0
1392,27,Female,4.05,4,2,1
1393,36,Female,5.27,4,2,0
1394,63,Male,10.4,5,2,1
1395,51,Female,4.13,1,0,0
1396,50,Male,0.5,4,2,1
1397,40,Male,1.9,4,1,0
1398,45,Female,0.5,7,4,1
1399,49,Female,3.18,7,1,1
1400,67,Male,2.86,5,0,0
1401,24,Female,0.98,6,0,0
1402,46,Female,4.17,7,1,1
1403,25,Female,0.93,1,0,1
1404,18,Female,4.09,5,0,0
1405,20,Female,1.64,4,4,0
1406,41,Male,2.64,3,1,0
1407,40,Male,1.4,9,1,0
1408,25,Male,12.35,3,1,1
1409,64,Male,3.28,2,1,1
1410,54,Female,3.0,2,0,1
1411,20,Male,4.88,3,1,0
1412,68,Male,3.09,3,1,1
1413,50,Male,10.25,5,0,0
1414,45,Male,2.74,7,2,1
1415,64,Male,2.42,7,2,1
1416,25,Female,1.66,9,0,0
1417,51,Male,3.5,9,2,1
1418,52,Female,1.16,7,1,1
1419,49,Female,0.5,4,0,1
1420,41,Male,2.84,7,0,0
1421,31,Male,1.65,6,3,0
1422,49,Male,0.5,5,0,1
1423,63,Female,5.29,7,0,0
1424,60,Female,2.51,6,1,1
1425,33,Male,1.16,4,0,0
1426,21,Male,2.13,5,0,0
1427,69,Female,5.85,4,2,0
1428,54,Male,1.64,3,2,0
1429,38,Male,2.49,9,0,0
1430,31,Female,1.82,5,1,0
1431,48,Female,4.06,3,1,1
1432,65,Female,12.09,3,1,1
1433,35,Female,4.51,4,2,0
1434,24,Female,0.5,3,0,0
1435,27,Male,2.83,6,1,0
1436,24,Female,9.11,5,1,0
1437,50,Female,0.5,6,2,1
1438,40,Female,17.32,5,1,0
1439,38,Male,11.62,3,1,1
1440,36,Male,1.49,5,3,1
1441,65,Male,10.1,6,3,1
1442,36,Male,0.5,1,3,0
1443,53,Male,6.28,6,1,1
1444,46,Female,2.14,5,0,0
1445,35,Female,3.66,6,0,0
1446,19,Male,5.79,3,2,0
1447,18,Female,6.48,6,5,1
1448,64,Male,0.5,5,2,1
1449,22,Male,2.9,2,1,0
1450,37,Male,1.53,5,1,0
1451,28,Male,2.76,5,0,0
1452,59,Male,1.2,11,0,1
1453,19,Male,3.67,6,1,0
1454,20,Male,1.44,4,3,0
1455,40,Female,1.03,4,1,1
1456,29,Male,1.55,3,0,1
1457,37,Female,0.5,7,2,0
1458,22,Female,2.9,4,1,0
1459,54,Female,13.5,3,3,1
1460,55,Female,0.5,2,2,1
1461,47,Male,10.85,5,1,0
1462,26,Male,5.68,7,1,0
1463,51,Female,4.17,6,0,1
1464,61,Male,3.88,6,2,0
1465,52,Female,7.01,6,1,0
1466,69,Female,0.5,2,2,1
1467,39,Female,3.13,5,3,0
1468,61,Female,6.05,4,1,1
1469,41,Female,2.96,7,4,1
1470,34,Female,6.49,3,5,1
1471,27,Male,0.5,5,3,1
1472,47,Female,6.97,6,0,0
1473,63,Male,3.93,8,1,1
1474,40,Male,1.83,4,0,0
1475,49,Female,1.7,7,1,0
1476,34,Male,4.84,4,1,1
1477,67,Male,8.14,5,2,1
1478,68,Male,3.23,6,1,0
1479,34,Female,6.07,5,3,1
1480,31,Male,2.8,4,0,0
1481,26,Female,0.5,4,1,1
1482,57,Male,0.5,6,2,0
1483,19,Female,0.5,8,0,0
1484,62,Female,2.47,4,2,0
1485,42,Male,1.51,7,1,0
1486,56,Male,6.79,4,0,0
1487,26,Male,6.57,8,5,0
1488,39,Female,0.5,4,2,0
1489,60,Female,1.15,6,3,1
1490,63,Female,1.87,14,0,1
1491,21,Male,2.81,4,0,0
1492,43,Female,1.59,9,3,0
1493,46,Female,1.45,6,0,1
1494,62,Female,11.45,4,4,1
1495,51,Female,7.31,8,1,0
1496,40,Male,0.5,5,0,1
1497,54,Male,3.17,6,1,0
1498,28,Female,2.47,8,2,0
1499,23,Female,5.39,7,0,0
1500,35,Female,3.06,5,1,1
1501,38,Male,0.5,4,0,0
1502,59,Male,4.76,7,1,1
1503,53,Male,2.9,5,0,0
1504,58,Male,1.21,3,0,0
1505,55,Female,1.83,3,1,0
1506,51,Female,2.79,6,2,1
1507,34,Male,1.62,2,2,0
1508,54,Male,1.9,6,2,1
1509,42,Male,1.54,5,0,0
1510,55,Male,0.5,2,1,0
1511,29,Female,5.01,5,1,1
1512,40,Female,1.34,2,1,0
1513,59,Male,0.5,3,2,0
1514,39,Female,4.21,5,0,1
1515,38,Female,5.66,4,2,1
1516,44,Female,6.54,6,1,1
1517,48,Male,1.92,3,3,1
1518,23,Female,1.18,4,3,0
1519,44,Male,5.79,4,1,0
1520,57,Male,3.75,5,2,0
1521,51,Male,0.65,3,2,0
1522,29,Male,9.37,4,0,0
1523,62,Male,0.5,3,1,0
1524,24,Male,16.05,5,0,0
1525,27,Male,9.16,3,1,0
1526,62,Female,3.84,5,1,1
1527,34,Female,9.32,10,1,1
1528,43,Male,4.65,10,0,0
1529,38,Female,0.58,2,1,0
1530,45,Female,1.94,2,3,0
1531,63,Female,0.51,2,0,1
1532,19,Male,1.15,6,0,0
1533,60,Female,4.47,7,0,1
1534,18,Female,1.41,6,1,0
1535,68,Female,1.08,3,3,1
1536,53,Male,5.32,6,1,1
1537,68,Male,9.47,5,0,1
1538,43,Female,0.5,6,1,1
1539,46,Male,0.5,3,1,0
1540,38,Male,0.62,3,0,0
1541,28,Male,6.28,2,2,0
1542,57,Female,0.98,8,1,0
1543,28,Female,4.35,4,1,0
1544,53,Male,0.98,2,2,0
1545,66,Female,1.75,7,0,1
1546,56,Male,11.16,5,4,1
1547,57,Female,1.46,7,1,1
1548,52,Female,0.95,2,3,1
1549,51,Female,0.5,6,2,1
1550,64,Female,2.19,5,0,0
1551,41,Male,3.11,3,3,1
1552,39,Female,1.75,4,0,0
1553,22,Male,0.97,6,0,0
1554,50,Female,2.67,4,0,1
1555,53,Female,5.57,5,1,1
1556,64,Female,7.66,4,0,0
1557,37,Male,3.04,11,2,1
1558,36,Female,3.13,3,3,0
1559,52,Male,0.5,3,1,1
1560,69,Male,1.7,7,0,1
1561,60,Female,1.37,4,1,0
1562,34,Male,0.5,4,1,0
1563,62,Female,1.93,7,1,0
1564,60,Male,2.85,1,2,1
1565,51,Male,2.3,6,0,1
1566,26,Female,10.92,2,0,0
1567,43,Male,0.5,10,0,1
1568,19,Male,3.36,4,1,0
1569,26,Female,7.25,7,1,0
1570,26,Male,3.98,1,1,0
1571,57,Female,2.54,4,1,0
1572,34,Male,0.66,6,2,0
1573,18,Female,0.5,4,0,0
1574,42,Female,0.94,6,2,0
1575,60,Female,5.48,6,2,1
1576,57,Male,0.5,7,1,1
1577,59,Female,0.5,7,0,1
1578,42,Female,5.54,6,1,0
1579,56,Female,4.92,3,0,1
1580,52,Male,2.92,5,0,0
1581,20,Female,4.25,3,2,0
1582,67,Female,0.5,6,0,1
1583,54,Male,0.5,4,2,0
1584,61,Male,3.2,4,2,1
1585,61,Female,1.95,4,0,1
1586,68,Male,11.78,8,1,1
1587,47,Female,0.57,8,3,1
1588,55,Female,1.78,5,1,1
1589,51,Female,1.15,2,1,1
1590,29,Male,3.22,6,0,0
1591,36,Male,0.5,7,3,1
1592,54,Female,1.13,3,3,0
1593,61,Male,7.05,4,2,1
1594,66,Female,3.15,5,2,0
1595,34,Male,1.62,1,0,0
1596,27,Male,2.31,3,1,1
1597,66,Male,1.58,5,0,1
1598,64,Male,0.5,6,1,1
1599,29,Female,7.64,3,1,0
1600,33,Male,13.18,3,1,1
1601,41,Male,2.08,4,2,0
1602,36,Male,2.01,3,1,1
1603,25,Male,6.86,5,0,0
