CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Cluster
649,18,2,1408.5,3,2,1,6,1
650,27,7,8729.46,3,5,5,13,0
651,2,4,5992.46,5,4,5,14,3
652,1,5,6515.48,5,5,5,15,0
653,15,3,4839.55,4,3,4,11,3
654,6,2,2240.45,5,2,2,9,1
655,12,1,552.94,4,1,1,6,1
656,26,6,7976.66,3,5,5,13,0
657,7,6,7469.34,5,5,5,15,0
658,20,6,4802.139999999999,3,5,4,12,0
659,7,1,426.9,5,1,1,7,1
660,109,3,4375.72,1,3,4,8,3
661,8,5,7182.9800000000005,4,5,5,14,0
662,1,5,5203.08,5,5,4,14,3
663,15,1,1618.56,4,1,2,7,1
664,1,4,3822.37,5,4,4,13,3
665,87,2,2268.41,1,2,2,5,1
666,47,5,3780.9900000000002,2,5,3,10,3
667,15,3,7102.96,4,3,5,12,3
668,78,1,426.9,1,1,1,3,1
669,7,2,394.12,5,2,1,8,1
670,4,2,233.82999999999998,5,2,1,8,1
671,9,5,8405.07,4,5,5,14,0
672,23,7,8965.45,3,5,5,13,0
673,10,4,4005.0299999999997,4,4,4,12,3
674,23,1,1601.09,3,1,2,6,1
675,15,1,1923.47,4,1,2,7,1
676,33,2,2296.97,2,2,2,6,1
677,63,2,2205.85,1,2,2,5,1
678,41,3,2522.4,2,3,2,7,1
679,2,5,6188.23,5,5,5,15,0
680,63,2,1504.71,1,2,2,5,1
681,114,3,3833.1,1,3,4,8,2
682,32,5,3686.4,2,5,3,10,3
683,131,1,1370.06,1,1,1,3,2
684,15,4,8677.53,4,4,5,13,0
685,22,2,2969.67,3,2,3,8,1
686,8,5,4906.34,4,5,4,13,3
687,13,1,1985.36,4,1,2,7,1
688,5,3,3717.8199999999997,5,3,3,11,3
689,32,4,4447.09,2,4,4,10,3
690,14,1,1601.09,4,1,2,7,1
691,8,3,4867.25,4,3,4,11,3
692,13,1,668.86,4,1,1,6,1
693,11,3,4275.06,4,3,4,11,3
694,26,3,3823.65,3,3,4,10,3
695,16,7,4815.86,3,5,4,12,0
696,7,2,1198.43,5,2,1,8,1
697,7,3,2991.57,5,3,3,11,3
698,183,1,1723.8,1,1,2,4,2
699,60,1,1601.09,1,1,2,4,1
700,28,1,668.86,3,1,1,5,1
701,13,4,7035.2,4,4,5,13,0
702,12,4,4179.25,4,4,4,12,3
703,82,4,6834.7,1,4,5,10,3
704,33,3,1650.2,2,3,2,7,1
705,18,6,10538.570000000002,3,5,5,13,0
706,26,4,4717.38,3,4,4,11,3
707,13,5,5403.37,4,5,4,13,3
708,16,1,668.86,3,1,1,5,1
709,6,3,3950.7999999999997,5,3,4,12,3
710,1,4,3000.99,5,4,3,12,3
711,10,1,90.03,4,1,1,6,1
712,94,1,304.09,1,1,1,3,1
713,5,4,3441.89,5,4,3,12,3
714,27,2,1237.06,3,2,1,6,1
715,5,2,1630.8400000000001,5,2,2,9,1
716,6,5,4799.82,5,5,4,14,3
717,12,3,1834.64,4,3,2,9,1
718,19,3,1800.73,3,3,2,8,1
719,204,1,2621.9,1,1,3,5,2
720,41,5,5726.91,2,5,5,12,0
721,5,7,7269.98,5,5,5,15,0
722,16,4,8841.01,3,4,5,12,0
723,5,2,713.65,5,2,1,8,1
724,27,4,6258.35,3,4,5,12,3
725,104,1,426.9,1,1,1,3,2
726,37,3,2169.92,2,3,2,7,1
727,8,6,3938.28,4,5,4,13,3
728,15,6,8070.04,4,5,5,14,0
729,13,6,4646.24,4,5,4,13,0
730,11,4,1984.29,4,4,2,10,3
731,163,2,3248.3999999999996,1,2,3,6,2
732,11,3,3106.26,4,3,3,10,3
733,5,4,3269.6099999999997,5,4,3,12,3
734,36,1,739.38,2,1,1,4,1
735,65,2,2299.9,1,2,2,5,1
736,5,3,2647.2,5,3,3,11,3
737,4,3,1944.1399999999999,5,3,2,10,1
738,2,7,5168.83,5,5,4,14,0
739,27,2,3176.7,3,2,3,8,1
740,165,2,413.26000000000005,1,2,1,4,2
741,9,5,6066.42,4,5,5,14,0
742,14,1,381.92,4,1,1,6,1
743,42,3,3922.4700000000003,2,3,4,9,3
744,70,2,1999.8300000000002,1,2,2,5,1
745,5,6,4188.09,5,5,4,14,3
746,24,1,90.03,3,1,1,5,1
747,143,3,4171.7699999999995,1,3,4,8,2
748,102,1,190.96,1,1,1,3,2
749,67,3,3925.11,1,3,4,8,3
750,16,6,7390.42,3,5,5,13,0
751,17,6,3872.37,3,5,4,12,3
752,17,3,3823.25,3,3,4,10,3
753,9,5,3688.1000000000004,4,5,3,12,3
754,76,1,1764.63,1,1,2,4,1
755,18,3,5561.35,3,3,5,11,3
756,81,4,2621.11,1,4,3,8,3
757,2,2,6640.75,5,2,5,12,3
758,8,5,4300.14,4,5,4,13,3
759,12,2,3297.3999999999996,4,2,3,9,1
760,15,3,4821.31,4,3,4,11,3
761,68,3,3186.29,1,3,3,7,3
762,144,1,1218.03,1,1,1,3,2
763,1,3,763.49,5,3,1,9,1
764,9,3,6788.92,4,3,5,12,3
765,47,3,1488.31,2,3,1,6,1
766,1,6,5353.67,5,5,4,14,0
767,72,2,3307.5,1,2,3,6,1
768,178,1,185.55,1,1,1,3,2
769,172,1,1337.72,1,1,1,3,2
770,171,2,1492.1,1,2,1,4,2
771,28,2,1293.97,3,2,1,6,1
772,6,3,2021.3400000000001,5,3,2,10,1
773,4,4,2625.6800000000003,5,4,3,12,3
774,15,1,1719.14,4,1,2,7,1
775,26,7,8053.37,3,5,5,13,0
776,248,1,625.11,1,1,1,3,2
777,155,1,1469.35,1,1,1,3,2
778,49,4,2674.4900000000002,2,4,3,9,3
779,20,2,2902.88,3,2,3,8,1
780,9,3,3952.88,4,3,4,11,3
781,24,1,857.39,3,1,1,5,1
782,12,4,5278.110000000001,4,4,4,12,3
783,22,5,8722.37,3,5,5,13,0
784,27,3,2558.95,3,3,2,8,3
785,77,5,4278.110000000001,1,5,4,10,3
786,41,4,6517.139999999999,2,4,5,11,3
787,98,1,1312.04,1,1,1,3,1
788,89,4,4680.030000000001,1,4,4,9,3
789,88,1,551.11,1,1,1,3,1
790,5,4,1387.48,5,4,1,10,3
791,72,1,369.69,1,1,1,3,1
792,123,1,1310.95,1,1,1,3,2
793,37,3,2904.92,2,3,3,8,3
794,16,4,4066.46,3,4,4,11,3
795,41,3,4115.7300000000005,2,3,4,9,3
796,3,3,4340.58,5,3,4,12,3
797,3,3,1703.1799999999998,5,3,2,10,1
798,39,4,2054.77,2,4,2,8,3
799,27,2,1058.44,3,2,1,6,1
800,18,4,4224.6900000000005,3,4,4,11,3
801,32,5,5466.86,2,5,5,12,3
802,191,1,1161.45,1,1,1,3,2
803,6,5,6095.530000000001,5,5,5,15,0
804,28,1,1312.04,3,1,1,5,1
805,235,1,190.96,1,1,1,3,2
806,119,3,4235.83,1,3,4,8,2
807,75,2,2681.0,1,2,3,6,1
808,59,2,2068.43,1,2,2,5,1
809,13,5,3098.69,4,5,3,12,3
810,2,1,490.88,5,1,1,7,1
811,319,1,1161.45,1,1,1,3,2
812,11,2,413.26000000000005,4,2,1,7,1
813,36,2,2479.67,2,2,2,6,1
814,79,4,3968.69,1,4,4,9,3
815,6,4,3146.49,5,4,3,12,3
816,20,2,3004.8999999999996,3,2,3,8,1
817,7,2,2078.77,5,2,2,9,1
818,38,3,5139.75,2,3,4,9,3
819,16,5,4279.02,3,5,4,12,3
820,31,3,2599.8199999999997,2,3,3,8,3
821,14,4,5449.45,4,4,4,12,3
822,14,4,3253.07,4,4,3,11,3
823,10,4,2597.7,4,4,3,11,3
824,7,6,8161.07,5,5,5,15,0
825,91,1,477.68,1,1,1,3,1
826,52,5,5806.26,2,5,5,12,0
827,10,4,8394.97,4,4,5,13,0
828,4,4,4446.83,5,4,4,13,3
829,12,4,2149.59,4,4,2,10,3
830,38,3,3158.16,2,3,3,8,3
831,3,6,6808.62,5,5,5,15,0
832,50,3,5184.700000000001,2,3,4,9,3
833,3,5,3682.98,5,5,3,13,3
834,1,7,15579.75,5,5,5,15,0
835,6,5,10213.41,5,5,5,15,0
836,58,3,2473.76,2,3,2,7,1
837,2,7,8037.45,5,5,5,15,0
838,25,2,1228.08,3,2,1,6,1
839,39,4,4227.21,2,4,4,10,3
840,21,4,4732.5,3,4,4,11,3
841,10,4,4579.62,4,4,4,12,3
842,7,2,1412.17,5,2,1,8,1
843,8,5,4488.77,4,5,4,13,3
844,68,1,426.9,1,1,1,3,1
845,7,4,2723.26,5,4,3,12,3
846,4,5,4663.33,5,5,4,14,3
847,160,1,1370.06,1,1,1,3,2
848,1,7,9680.73,5,5,5,15,0
849,22,6,4637.14,3,5,4,12,0
850,88,3,9580.76,1,3,5,9,0
851,47,2,2234.81,2,2,2,6,1
852,142,1,1723.8,1,1,2,4,2
853,12,1,1652.15,4,1,2,7,1
854,43,3,3560.91,2,3,3,8,3
855,36,6,6188.38,2,5,5,12,0
856,5,2,331.94,5,2,1,8,1
857,7,6,7686.89,5,5,5,15,0
858,1,3,5016.54,5,3,4,12,3
859,131,2,1349.23,1,2,1,4,2
860,23,4,4957.42,3,4,4,11,3
861,13,5,4756.27,4,5,4,13,3
862,9,3,2855.44,4,3,3,10,3
863,7,5,6455.84,5,5,5,15,0
864,49,4,4226.33,2,4,4,10,3
865,57,2,5088.95,2,2,4,8,3
866,21,4,4174.49,3,4,4,11,3
867,30,4,2298.5,2,4,2,8,3
868,111,2,1473.0700000000002,1,2,1,4,2
869,5,7,7243.87,5,5,5,15,0
870,22,2,6694.73,3,2,5,10,3
871,32,6,4840.93,2,5,4,11,0
872,1,6,6041.26,5,5,5,15,0
873,12,3,2282.0299999999997,4,3,2,9,1
874,20,3,2240.3900000000003,3,3,2,8,1
875,38,1,1743.93,2,1,2,5,1
876,72,3,2085.45,1,3,2,6,1
877,14,1,982.19,4,1,1,6,1
878,16,4,5209.16,3,4,4,11,3
879,13,2,2229.32,4,2,2,8,1
880,2,5,7089.97,5,5,5,15,0
881,38,2,2870.31,2,2,3,7,1
882,18,5,8441.43,3,5,5,13,0
883,36,2,7693.88,2,2,5,9,3
884,42,4,2546.09,2,4,2,8,3
885,27,1,271.69,3,1,1,5,1
886,16,4,1250.3600000000001,3,4,1,8,3
887,13,4,4417.34,4,4,4,12,3
888,236,1,77.24,1,1,1,3,2
889,6,2,1673.5500000000002,5,2,2,9,1
890,27,2,4127.63,3,2,4,9,1
891,2,3,3869.5,5,3,4,12,3
892,18,4,5081.35,3,4,4,11,3
893,15,5,4799.51,4,5,4,13,3
894,18,4,4584.1900000000005,3,4,4,11,3
895,51,6,8644.59,2,5,5,12,0
896,59,1,1923.47,1,1,2,4,1
897,87,2,476.06999999999994,1,2,1,4,1
898,86,1,61.85,1,1,1,3,1
899,125,3,1462.68,1,3,1,5,2
900,8,4,2684.6800000000003,4,4,3,11,3
901,82,2,3901.5699999999997,1,2,4,7,1
902,22,3,3115.75,3,3,3,9,3
903,207,1,1370.06,1,1,1,3,2
904,12,4,4734.38,4,4,4,12,3
905,11,3,2210.9,4,3,2,9,1
906,10,6,4593.1,4,5,4,13,0
907,46,2,1433.14,2,2,1,5,1
908,5,1,1723.8,5,1,2,8,1
909,177,1,1751.64,1,1,2,4,2
910,133,2,3435.3,1,2,3,6,2
911,9,5,3851.42,4,5,4,13,3
912,124,1,123.7,1,1,1,3,2
913,111,2,3345.02,1,2,3,6,2
914,12,1,1350.15,4,1,1,6,1
915,8,3,2606.84,4,3,3,10,3
916,45,3,5809.33,2,3,5,10,3
917,121,2,1621.8400000000001,1,2,2,5,2
918,73,1,580.76,1,1,1,3,1
919,36,3,4358.68,2,3,4,9,3
920,96,2,1562.52,1,2,2,5,1
921,6,3,3478.27,5,3,3,11,3
922,103,5,2990.8700000000003,1,5,3,9,3
923,100,2,2138.21,1,2,2,5,1
924,19,2,664.7,3,2,1,6,1
925,8,3,4191.21,4,3,4,11,3
926,26,1,270.09,3,1,1,5,1
927,2,3,4163.59,5,3,4,12,3
928,5,5,7528.849999999999,5,5,5,15,0
929,7,2,2923.1,5,2,3,10,1
930,43,3,2174.37,2,3,2,7,1
931,42,1,90.03,2,1,1,4,1
932,35,3,1988.7,2,3,2,7,1
933,18,4,3974.88,3,4,4,11,3
934,8,2,4156.73,4,2,4,10,3
935,33,3,4326.54,2,3,4,9,3
936,6,2,2326.43,5,2,2,9,1
937,3,4,2340.69,5,4,2,11,3
938,1,7,8581.66,5,5,5,15,0
939,302,1,497.23,1,1,1,3,2
940,1,4,4496.47,5,4,4,13,3
941,31,2,1290.49,2,2,1,5,1
942,1,1,956.37,5,1,1,7,1
943,14,6,4616.4400000000005,4,5,4,13,0
944,10,3,4769.53,4,3,4,11,3
945,10,5,6323.85,4,5,5,14,0
946,107,1,580.76,1,1,1,3,2
947,21,4,3261.07,3,4,3,10,3
948,14,2,1479.42,4,2,1,7,1
949,69,3,3835.94,1,3,4,8,3
950,8,2,2326.43,4,2,2,8,1
951,5,3,3152.92,5,3,3,11,3
952,3,1,1751.64,5,1,2,8,1
953,9,2,2810.27,4,2,3,9,1
954,24,4,5152.33,3,4,4,11,3
955,10,3,3025.69,4,3,3,10,3
956,15,5,5033.450000000001,4,5,4,13,3
957,2,9,9648.61,5,5,5,15,0
958,6,3,1772.7800000000002,5,3,2,10,1
959,33,4,2906.8100000000004,2,4,3,9,3
960,22,3,4100.74,3,3,4,10,3
961,32,5,5183.66,2,5,4,11,3
962,103,1,572.88,1,1,1,3,2
963,18,3,1566.3300000000002,3,3,2,8,1
964,27,3,4017.0699999999997,3,3,4,10,3
965,6,3,1648.05,5,3,2,10,1
966,220,1,1218.03,1,1,1,3,2
967,29,6,5315.49,3,5,4,12,0
968,26,3,4009.6099999999997,3,3,4,10,3
969,24,5,5036.3,3,5,4,12,3
970,32,5,6194.74,2,5,5,12,0
971,53,3,4038.21,2,3,4,9,3
972,10,4,4330.17,4,4,4,12,3
973,5,2,2528.98,5,2,2,9,1
974,22,5,3764.14,3,5,3,11,3
975,3,4,2354.68,5,4,2,11,3
976,33,3,4443.58,2,3,4,9,3
977,34,6,4306.38,2,5,4,11,3
978,124,1,1580.74,1,1,2,4,2
979,5,3,2906.16,5,3,3,11,3
980,130,2,2208.0499999999997,1,2,2,5,2
981,117,2,1788.63,1,2,2,5,2
982,61,3,1323.18,1,3,1,5,1
983,1,4,3663.0499999999997,5,4,3,12,3
984,248,1,1312.04,1,1,1,3,2
985,23,1,271.69,3,1,1,5,1
986,7,7,9068.59,5,5,5,15,0
987,8,4,6952.73,4,4,5,13,0
988,13,1,1015.75,4,1,1,6,1
989,27,3,3630.82,3,3,3,9,3
990,9,5,6432.38,4,5,5,14,0
991,1,4,2967.44,5,4,3,12,3
992,94,1,171.98,1,1,1,3,1
993,43,1,477.68,2,1,1,4,1
994,11,1,61.85,4,1,1,6,1
995,14,3,2669.21,4,3,3,10,3
996,38,3,1416.47,2,3,1,6,1
997,12,2,2084.41,4,2,2,8,1
998,38,3,4450.92,2,3,4,9,3
999,9,3,3491.3900000000003,4,3,3,10,3
1000,16,6,6214.39,3,5,5,13,0
1001,5,5,5351.72,5,5,4,14,3
1002,28,2,2267.32,3,2,2,7,1
1003,85,1,477.68,1,1,1,3,1
1004,10,6,6353.68,4,5,5,14,0
1005,67,3,2966.83,1,3,3,7,1
1006,16,1,77.24,3,1,1,5,1
1007,12,3,5645.85,4,3,5,12,3
1008,2,2,5106.42,5,2,4,11,3
1009,92,1,1764.63,1,1,2,4,1
1010,20,5,4738.42,3,5,4,12,3
1011,27,3,6004.07,3,3,5,11,3
1012,98,1,668.86,1,1,1,3,1
1013,26,6,8880.18,3,5,5,13,0
1014,86,2,1720.29,1,2,2,5,1
1015,32,2,3827.73,2,2,4,8,1
1016,188,1,1312.04,1,1,1,3,2
1017,11,4,4211.98,4,4,4,12,3
1018,19,4,2995.48,3,4,3,10,3
1019,23,3,3099.1900000000005,3,3,3,9,3
1020,10,3,2727.44,4,3,3,10,3
1021,4,2,681.84,5,2,1,8,1
1022,19,4,7819.219999999999,3,4,5,12,0
1023,46,2,3045.33,2,2,3,7,1
1024,15,2,2015.6200000000001,4,2,2,8,1
1025,34,2,262.01,2,2,1,5,1
1026,10,4,3779.3,4,4,3,11,3
1027,256,1,1618.56,1,1,2,4,2
1028,4,4,3838.0699999999997,5,4,4,13,3
1029,16,2,3483.7700000000004,3,2,3,8,1
1030,24,4,2659.5299999999997,3,4,3,10,3
1031,5,5,7635.150000000001,5,5,5,15,0
1032,19,4,6766.08,3,4,5,12,3
1033,68,1,280.69,1,1,1,3,1
1034,95,2,2479.67,1,2,2,5,1
1035,56,1,1580.74,2,1,2,5,1
1036,151,1,668.86,1,1,1,3,2
1037,22,4,3585.74,3,4,3,10,3
1038,21,7,8499.37,3,5,5,13,0
1039,20,6,11027.16,3,5,5,13,0
1040,2,1,5171.4,5,1,4,10,1
1041,51,2,2414.04,2,2,2,6,1
1042,75,4,4903.26,1,4,4,9,3
1043,45,4,4456.05,2,4,4,10,3
1044,7,3,2128.43,5,3,2,10,1
1045,71,4,2752.93,1,4,3,8,3
1046,4,5,3149.23,5,5,3,13,3
1047,86,2,768.9200000000001,1,2,1,4,1
1048,105,3,9362.24,1,3,5,9,0
1049,10,6,5181.46,4,5,4,13,0
1050,11,4,6741.450000000001,4,4,5,13,3
1051,20,3,3616.03,3,3,3,9,3
1052,37,1,1161.45,2,1,1,4,1
1053,78,1,1350.15,1,1,1,3,1
1054,84,1,1618.56,1,1,2,4,1
1055,3,4,4572.15,5,4,4,13,3
1056,14,5,6246.8099999999995,4,5,5,14,0
1057,37,4,4028.27,2,4,4,10,3
1058,28,3,5523.69,3,3,5,11,3
1059,10,6,5956.08,4,5,5,14,0
1060,86,1,171.98,1,1,1,3,1
1061,182,1,1015.75,1,1,1,3,2
1062,19,5,4127.66,3,5,4,12,3
1063,5,3,1646.67,5,3,2,10,1
1064,21,2,450.64,3,2,1,6,1
1065,8,4,5502.3,4,4,5,13,3
1066,4,5,7210.28,5,5,5,15,0
1067,8,3,1867.78,4,3,2,9,1
1068,21,3,1573.21,3,3,2,8,1
1069,11,3,2852.98,4,3,3,10,3
1070,83,1,1923.47,1,1,2,4,1
1071,4,8,7774.78,5,5,5,15,0
1072,9,6,9454.52,4,5,5,14,0
1073,58,1,1161.45,2,1,1,4,1
1074,2,6,7606.58,5,5,5,15,0
1075,47,3,3140.84,2,3,3,8,3
1076,7,6,5817.82,5,5,5,15,0
1077,104,1,171.98,1,1,1,3,2
1078,9,3,861.75,4,3,1,8,1
1079,23,6,5722.45,3,5,5,13,0
1080,65,1,360.61,1,1,1,3,1
1081,6,4,4401.27,5,4,4,13,3
1082,21,2,1473.0700000000002,3,2,1,6,1
1083,21,3,634.63,3,3,1,7,1
1084,63,4,8631.14,1,4,5,10,0
1085,88,2,2963.1000000000004,1,2,3,6,1
1086,16,4,3355.63,3,4,3,10,3
1087,305,1,955.71,1,1,1,3,2
1088,14,4,6181.99,4,4,5,13,3
1089,17,4,1882.77,3,4,2,9,3
1090,140,1,190.96,1,1,1,3,2
1091,23,2,2918.55,3,2,3,8,1
1092,25,3,2241.69,3,3,2,8,1
1093,21,4,4514.49,3,4,4,11,3
1094,47,3,3368.32,2,3,3,8,3
1095,21,1,90.03,3,1,1,5,1
1096,9,8,8982.91,4,5,5,14,0
1097,8,4,4184.48,4,4,4,12,3
1098,8,1,1322.14,4,1,1,6,1
1099,114,3,1623.9299999999998,1,3,2,6,2
1100,3,3,2307.8599999999997,5,3,2,10,3
1101,23,3,2001.45,3,3,2,8,1
1102,17,5,6303.25,3,5,5,13,0
1103,12,8,8609.380000000001,4,5,5,14,0
1104,2,6,4972.2,5,5,4,14,0
1105,34,4,4113.97,2,4,4,10,3
1106,67,1,90.03,1,1,1,3,1
1107,35,3,2595.24,2,3,3,8,1
1108,20,3,3472.45,3,3,3,9,3
1109,66,4,4420.75,1,4,4,9,3
1110,12,4,1547.3300000000002,4,4,2,10,3
1111,9,5,3163.9,4,5,3,12,3
1112,2,2,1495.44,5,2,1,8,1
1113,2,4,4996.75,5,4,4,13,3
1114,148,2,1891.71,1,2,2,5,2
1115,6,5,7778.26,5,5,5,15,0
1116,36,4,6321.4400000000005,2,4,5,11,3
1117,34,2,4766.39,2,2,4,8,3
1118,51,2,1007.9300000000001,2,2,1,5,1
1119,15,3,6409.09,4,3,5,12,3
1120,125,1,351.41,1,1,1,3,2
1121,61,3,4669.84,1,3,4,8,3
1122,1,2,2093.35,5,2,2,9,1
1123,41,3,2514.61,2,3,2,7,1
1124,65,4,9108.19,1,4,5,10,0
1125,4,7,10965.89,5,5,5,15,0
1126,3,5,3125.04,5,5,3,13,3
1127,13,3,2385.05,4,3,2,9,3
1128,1,1,1469.35,5,1,1,7,1
1129,8,1,304.09,4,1,1,6,1
1130,37,3,3135.8,2,3,3,8,3
1131,15,4,6324.93,4,4,5,13,3
1132,52,3,2877.85,2,3,3,8,3
1133,39,3,3716.62,2,3,3,8,3
1134,33,4,1270.96,2,4,1,7,3
1135,8,3,1243.52,4,3,1,8,1
1136,25,2,3656.67,3,2,3,8,1
1137,21,3,2972.25,3,3,3,9,3
1138,23,5,6170.61,3,5,5,13,0
1139,20,4,7782.830000000001,3,4,5,12,0
1140,155,1,1751.64,1,1,2,4,2
1141,5,4,4803.71,5,4,4,13,3
1142,7,2,2679.51,5,2,3,10,1
1143,12,2,2833.17,4,2,3,9,1
1144,32,3,4318.93,2,3,4,9,3
1145,15,3,3789.23,4,3,3,10,3
1146,8,2,2246.01,4,2,2,8,1
1147,22,3,2561.14,3,3,2,8,3
1148,18,4,5858.08,3,4,5,12,3
1149,150,2,1750.04,1,2,2,5,2
1150,2,4,3846.84,5,4,4,13,3
1151,79,3,1068.78,1,3,1,5,1
1152,36,5,4763.75,2,5,4,11,3
1153,21,3,1173.03,3,3,1,7,1
1154,67,3,3490.63,1,3,3,7,3
1155,26,3,7067.37,3,3,5,11,3
1156,6,4,4593.22,5,4,4,13,3
1157,5,1,625.11,5,1,1,7,1
1158,11,4,2135.62,4,4,2,10,3
1159,68,3,4788.3099999999995,1,3,4,8,3
1160,49,1,190.96,2,1,1,4,1
1161,8,2,1287.44,4,2,1,7,1
1162,43,4,3100.66,2,4,3,9,3
1163,6,3,2374.15,5,3,2,10,3
1164,38,1,515.94,2,1,1,4,1
1165,3,1,1218.03,5,1,1,7,1
1166,1,3,8090.4,5,3,5,13,0
1167,42,4,5076.39,2,4,4,10,3
1168,4,1,369.69,5,1,1,7,1
1169,10,3,1443.22,4,3,1,8,1
1170,29,2,1535.13,3,2,2,7,1
1171,1,3,4010.59,5,3,4,12,3
1172,6,4,1522.28,5,4,2,11,3
1173,41,3,3295.83,2,3,3,8,3
1174,156,1,1601.09,1,1,2,4,2
1175,5,4,5565.81,5,4,5,14,3
1176,9,4,4864.15,4,4,4,12,3
1177,27,3,7263.2300000000005,3,3,5,11,3
1178,2,7,9419.52,5,5,5,15,0
1179,27,4,4145.2,3,4,4,11,3
1180,175,1,625.11,1,1,1,3,2
1181,17,4,2836.89,3,4,3,10,3
1182,14,3,3587.1099999999997,4,3,3,10,3
1183,23,6,9623.59,3,5,5,13,0
1184,16,6,4346.01,3,5,4,12,0
1185,73,3,8418.11,1,3,5,9,0
1186,7,4,2663.28,5,4,3,12,3
1187,4,2,3016.01,5,2,3,10,1
1188,10,3,3636.73,4,3,3,10,3
1189,24,2,3420.2200000000003,3,2,3,8,1
1190,14,5,7280.05,4,5,5,14,0
1191,120,2,3619.19,1,2,3,6,2
1192,92,1,956.37,1,1,1,3,1
1193,174,1,552.94,1,1,1,3,2
1194,109,3,821.64,1,3,1,5,2
1195,6,5,5011.15,5,5,4,14,3
1196,151,2,1365.98,1,2,1,4,2
1197,11,3,2185.9700000000003,4,3,2,9,1
1198,38,3,4778.1,2,3,4,9,3
1199,3,2,2879.1800000000003,5,2,3,10,1
1200,46,5,6473.64,2,5,5,12,0
1201,26,3,2099.2700000000004,3,3,2,8,1
1202,11,5,4851.34,4,5,4,13,3
1203,41,2,3320.23,2,2,3,7,1
1204,14,3,3797.14,4,3,4,11,3
1205,21,3,1557.42,3,3,2,8,1
1206,17,5,5191.64,3,5,4,12,3
1207,41,4,3925.4,2,4,4,10,3
1208,1,4,5505.780000000001,5,4,5,14,3
1209,25,2,3062.59,3,2,3,8,1
1210,89,2,1105.78,1,2,1,4,1
1211,36,4,3352.02,2,4,3,9,3
1212,13,1,1751.64,4,1,2,7,1
1213,40,2,3202.18,2,2,3,7,1
1214,8,7,11440.76,4,5,5,14,0
1215,4,4,11008.32,5,4,5,14,0
1216,6,3,1964.94,5,3,2,10,1
1217,53,3,2325.28,2,3,2,7,1
1218,22,4,5588.96,3,4,5,12,3
1219,23,5,5576.5,3,5,5,13,3
1220,2,5,6353.11,5,5,5,15,0
1221,18,6,5666.3,3,5,5,13,0
1222,69,1,360.61,1,1,1,3,1
1223,22,1,3330.5,3,1,3,7,1
1224,33,3,2643.3599999999997,2,3,3,8,3
1225,109,1,956.37,1,1,1,3,2
1226,5,3,1153.49,5,3,1,9,1
1227,25,2,733.36,3,2,1,6,1
1228,5,5,3451.17,5,5,3,13,3
1229,44,5,4515.91,2,5,4,11,3
1230,12,2,5289.86,4,2,4,10,3
1231,10,3,5778.18,4,3,5,12,3
1232,38,2,2156.13,2,2,2,6,1
1233,9,2,1238.69,4,2,1,7,1
1234,24,5,3279.2200000000003,3,5,3,11,3
1235,7,4,4646.64,5,4,4,13,3
1236,44,1,350.23,2,1,1,4,1
1237,13,4,3983.41,4,4,4,12,3
1238,4,2,2204.16,5,2,2,9,1
1239,38,3,3842.25,2,3,4,9,3
1240,164,1,551.11,1,1,1,3,2
1241,46,2,2116.04,2,2,2,6,1
1242,6,5,5361.26,5,5,4,14,3
1243,132,1,1580.74,1,1,2,4,2
1244,39,2,834.8399999999999,2,2,1,5,1
1245,1,3,2610.14,5,3,3,11,3
1246,6,4,3795.32,5,4,3,12,3
1247,7,3,3454.97,5,3,3,11,3
1248,6,2,701.6400000000001,5,2,1,8,1
1249,8,2,2938.7,4,2,3,9,1
1250,45,3,3313.33,2,3,3,8,3
1251,120,3,7254.64,1,3,5,9,3
1252,14,3,3902.58,4,3,4,11,3
1253,12,5,4777.46,4,5,4,13,3
1254,17,4,4961.83,3,4,4,11,3
1255,12,3,2608.66,4,3,3,10,3
1256,61,4,3494.04,1,4,3,8,3
1257,1,8,8754.69,5,5,5,15,0
1258,8,5,4444.4400000000005,4,5,4,13,3
1259,7,6,6945.59,5,5,5,15,0
1260,37,4,8228.0,2,4,5,11,0
1261,32,3,3585.66,2,3,3,8,3
1262,9,2,1272.43,4,2,1,7,1
1263,4,6,4891.85,5,5,4,14,0
1264,4,3,2195.75,5,3,2,10,1
1265,7,5,4206.44,5,5,4,14,3
1266,59,4,5001.35,1,4,4,9,3
1267,25,5,6178.79,3,5,5,13,0
1268,88,4,4549.34,1,4,4,9,3
1269,107,1,90.03,1,1,1,3,2
1270,59,4,5928.049999999999,1,4,5,10,3
1271,16,4,2714.16,3,4,3,10,3
1272,6,1,956.37,5,1,1,7,1
1273,118,1,1751.64,1,1,2,4,2
1274,155,2,630.1800000000001,1,2,1,4,2
1275,39,1,1601.09,2,1,2,5,1
1276,7,5,5911.56,5,5,5,15,0
1277,42,2,3249.19,2,2,3,7,1
1278,17,3,2263.33,3,3,2,8,1
1279,43,1,1743.93,2,1,2,5,1
1280,21,5,6634.08,3,5,5,13,0
1281,54,4,5883.55,2,4,5,11,3
1282,44,2,1615.04,2,2,2,6,1
1283,18,3,2121.2,3,3,2,8,1
1284,18,1,1751.64,3,1,2,6,1
1285,4,4,2866.24,5,4,3,12,3
1286,30,3,4394.650000000001,2,3,4,9,3
